Problems,Equations,Answers
"A grocery store sells 25 types of cheese. If each cheese costs $4, how much do all the types cost?",25 × 4,100
"A delivery truck can carry 50 boxes. If it makes 3 trips, how many boxes can it deliver in total?",50 × 3,150
"A farmer has 15 sheep. If each sheep produces 5 pounds of wool, how many pounds of wool does he produce in total?",15 × 5,75
A toy store sells 20 action figures every month. How many action figures does it sell in a year (12 months)?,20 × 12,240
"A bakery makes 30 types of cupcake. If each cupcake costs $2, how much do they make if they sell one of each?",30 × 2,60
"A pizza shop has 5 types of pasta. If each pasta costs $10, how much do they make if they sell one of each?",5 × 10,50
"A grocery store has 10 types of snack. If each snack costs $3, how much do all the types cost?",10 × 3,30
"A library has 20 computers. If each computer is used by 6 students, how many students use the computers in total?",20 × 6,120
"A farmer has 20 cows. If each cow produces 8 gallons of milk, how many gallons of milk does he produce in total?",20 × 8,160
"A gym has 12 bikes. If each bike is used by 3 people a day, how many people use the bikes in a day?",12 × 3,36
A bakery sells 40 muffins every day. How many muffins does it sell in a week (7 days)?,40 × 7,280
"A grocery store has 25 types of fruit. If each fruit costs $2, how much do all the types cost?",25 × 2,50
"A delivery truck can carry 15 packages. If it makes 5 trips, how many packages can it deliver in total?",15 × 5,75
"A farmer has 30 chickens. If each chicken lays 2 eggs, how many eggs do the chickens lay in total?",30 × 2,60
A toy factory produces 200 toys every week. How many toys does it produce in 4 weeks?,200 × 4,800
"A pizza shop has 12 types of pizza. If each pizza costs $10, how much do they make if they sell one of each?",12 × 10,120
A bakery sells 30 cookies every day. How many cookies does it sell in a month (30 days)?,30 × 30,900
"A grocery store has 15 types of snack. If each snack costs $5, how much do all the types cost?",15 × 5,75
"A library has 8 shelves. If each shelf can hold 40 books, how many books can be stored in total?",8 × 40,320
"A delivery truck can carry 20 boxes. If it makes 4 trips, how many boxes can it deliver in total?",20 × 4,80
"A farmer has 10 cows. If each cow produces 10 gallons of milk, how many gallons of milk does he produce in total?",10 × 10,100
"A gym has 5 trainers. If each trainer trains 10 clients a week, how many clients do they train in total?",5 × 10,50
"A school has 12 grades. If each grade has 25 students, how many students are there in total?",12 × 25,300
"A library has 15 computers. If each computer is used by 5 students, how many students use the computers in total?",15 × 5,75
A toy factory produces 500 toys every month. How many toys does it produce in a year (12 months)?,500 × 12,6000
A bakery sells 15 cupcakes every day. How many cupcakes does it sell in a month (30 days)?,15 × 30,450
"A grocery store sells 5 types of cheese. If each cheese costs $10, how much do all the types cost?",5 × 10,50
"A delivery truck can carry 40 packages. If it makes 3 trips, how many packages can it deliver in total?",40 × 3,120
"A farmer has 20 sheep. If each sheep produces 4 pounds of wool, how many pounds of wool does he produce in total?",20 × 4,80
"A toy store has 25 dolls. If each doll costs $10, how much do they make if they sell all the dolls?",25 × 10,250
A bakery sells 20 muffins every day. How many muffins does it sell in a month (30 days)?,20 × 30,600
"A grocery store has 10 types of snack. If each snack costs $4, how much do all the types cost?",10 × 4,40
"A restaurant has 6 tables. If each table seats 6 people, how many people can be seated in total?",6 × 6,36
"A gym has 5 machines. If each machine is used by 8 people a day, how many people use the machines in a day?",5 × 8,40
"A farmer has 10 fields. If each field has 30 plants, how many plants are there in total?",10 × 30,300
"A delivery truck can carry 25 boxes. If it makes 3 trips, how many boxes can it deliver in total?",25 × 3,75
"A school has 15 grades. If each grade has 20 students, how many students are there in total?",15 × 20,300
A bakery sells 80 cookies every day. How many cookies does it sell in a week (7 days)?,80 × 7,560
"A grocery store sells 10 types of fruit. If each fruit costs $5, how much do all the types cost?",10 × 5,50
"A library has 30 books. If each book has 100 pages, how many pages are there in total?",30 × 100,3000
"A toy factory produces 60 toys every hour. If it operates for 5 hours, how many toys does it produce?",60 × 5,300
"A pizza shop has 10 types of salad. If each salad costs $5, how much do they make if they sell one of each?",10 × 5,50
"A bakery has 12 types of pastry. If each pastry costs $4, how much do they make if they sell one of each?",12 × 4,48
"A farmer has 15 cows. If each cow produces 6 gallons of milk, how many gallons of milk does he produce in total?",15 × 6,90
"A toy store has 18 action figures. If each figure costs $12, how much do they make if they sell all the figures?",18 × 12,216
"A gym has 12 trainers. If each trainer trains 5 clients a week, how many clients do they train in total?",12 × 5,60
"A library has 20 computers. If each computer is used by 2 students, how many students use the computers in total?",20 × 2,40
"A bakery makes 30 types of bread. If each type has 10 loaves, how many loaves are there in total?",30 × 10,300
"A grocery store has 25 types of cheese. If each cheese costs $8, how much do all the types cost?",25 × 8,200
"A delivery truck can carry 35 boxes. If it makes 2 trips, how many boxes can it deliver in total?",35 × 2,70
A toy factory produces 250 toys every week. How many toys does it produce in 6 weeks?,250 × 6,1500
"A bakery sells 10 types of cake. If each cake costs $15, how much do they make if they sell one of each?",10 × 15,150
"A restaurant has 5 chefs. If each chef cooks 20 dishes, how many dishes are cooked in total?",5 × 20,100
"A school has 50 students. If each student has 4 books, how many books are there in total?",50 × 4,200
"A gym has 20 classes. If each class has 10 participants, how many participants are there in total?",20 × 10,200
"A grocery store has 30 types of vegetable. If each vegetable costs $3, how much do all the types cost?",30 × 3,90
"A delivery truck can carry 40 packages. If it makes 5 trips, how many packages can it deliver in total?",40 × 5,200
"A farmer has 8 fields. If each field has 50 plants, how many plants are there in total?",8 × 50,400
"A library has 15 shelves. If each shelf can hold 20 books, how many books can be stored in total?",15 × 20,300
A bakery sells 10 cookies every day. How many cookies does it sell in a month (30 days)?,10 × 30,300
"A grocery store sells 5 types of fruit. If each fruit costs $4, how much do all the types cost?",5 × 4,20
"A farmer has 20 cows. If each cow produces 9 gallons of milk, how many gallons of milk does he produce in total?",20 × 9,180
A toy factory produces 300 toys every month. How many toys does it produce in a year (12 months)?,300 × 12,3600
"A delivery truck can carry 10 boxes. If it makes 5 trips, how many boxes can it deliver in total?",10 × 5,50
"A gym has 4 trainers. If each trainer trains 15 clients a week, how many clients do they train in total?",4 × 15,60
"A library has 10 computers. If each computer is used by 5 students, how many students use the computers in total?",10 × 5,50
A bakery sells 25 cupcakes every day. How many cupcakes does it sell in a month (30 days)?,25 × 30,750
"A grocery store has 10 aisles. If each aisle has 12 products, how many products are there in total?",10 × 12,120
"A farmer has 8 sheep. If each sheep produces 2 pounds of wool, how many pounds of wool does he produce in total?",8 × 2,16
"A toy store has 15 dolls. If each doll costs $20, how much do they make if they sell all the dolls?",15 × 20,300
"A pizza shop has 8 types of pasta. If each pasta costs $6, how much do they make if they sell one of each?",8 × 6,48
"A library has 40 books. If each book has 150 pages, how many pages are there in total?",40 × 150,6000
"A farmer has 6 fields. If each field has 25 plants, how many plants are there in total?",6 × 25,150
"A delivery truck can carry 15 packages. If it makes 4 trips, how many packages can it deliver in total?",15 × 4,60
"A gym has 20 machines. If each machine is used by 2 people a day, how many people use the machines in a day?",20 × 2,40
A bakery sells 12 cookies every day. How many cookies does it sell in a week (7 days)?,12 × 7,84
"A grocery store has 15 types of fruit. If each fruit costs $2, how much do all the types cost?",15 × 2,30
A toy factory produces 80 toys every day. How many toys does it produce in a month (30 days)?,80 × 30,2400
"A pizza shop has 6 types of salad. If each salad costs $7, how much do they make if they sell one of each?",6 × 7,42
"A grocery store has 12 aisles. If each aisle has 8 products, how many products are there in total?",12 × 8,96
"A delivery truck can carry 20 boxes. If it makes 5 trips, how many boxes can it deliver in total?",20 × 5,100
"A farmer has 25 cows. If each cow produces 3 gallons of milk, how many gallons of milk does he produce in total?",25 × 3,75
"A library has 30 computers. If each computer is used by 3 students, how many students use the computers in total?",30 × 3,90
A toy factory produces 200 toys every month. How many toys does it produce in a year (12 months)?,200 × 12,2400
A bakery sells 20 cupcakes every day. How many cupcakes does it sell in a month (30 days)?,20 × 30,600
"A grocery store has 10 types of cheese. If each cheese costs $6, how much do all the types cost?",10 × 6,60
"A delivery truck can carry 50 packages. If it makes 2 trips, how many packages can it deliver in total?",50 × 2,100
"A farmer has 15 sheep. If each sheep produces 6 pounds of wool, how many pounds of wool does he produce in total?",15 × 6,90
"A toy store has 30 dolls. If each doll costs $15, how much do they make if they sell all the dolls?",30 × 15,450
